date,year,district,address,race,sex,age,category,weapon
7/5/2005,2005,35,"4521 N 15TH STREET, Philadelphia, PA",B,M,24,murder,Handgun
7/6/2005,2005,15,"1354 HARRISON STREET, Philadelphia, PA",B,M,37,murder,Handgun
7/7/2005,2005,19,"1143 MARLYN ROAD, Philadelphia, PA",B,M,25,murder,Handgun
7/7/2005,2005,18,"4900 CHANCELLOR STRE, Philadelphia, PA",B,M,37,murder,Handgun
7/9/2005,2005,17,"1232 S 26TH ST, Philadelphia, PA",B,M,45,murder,Handgun
7/10/2005,2005,39,"2200 SOMERSET ST, Philadelphia, PA",B,M,18,murder,Handgun
7/10/2005,2005,17,"1515 S CAPITOL ST, Philadelphia, PA",B,M,17,murder,Handgun
7/12/2005,2005,22,"2538 N 24TH ST, Philadelphia, PA",B,M,27,murder,Handgun
7/15/2005,2005,12,"2212 S SHIELDS ST, Philadelphia, PA",B,M,19,murder,Handgun
7/16/2005,2005,19,"5626 GAINOR RD., Philadelphia, PA",B,M,26,murder,Handgun
7/21/2005,2005,12,"5416 THOMAS AVE, Philadelphia, PA",B,M,24,murder,Handgun
7/23/2005,2005,04,"2420 S SHERIDAN STREET, Philadelphia, PA",B,M,20,murder,Handgun
7/24/2005,2005,24,"200 E AUBURN STREET, Philadelphia, PA",W,M,44,murder,Handgun
7/24/2005,2005,19,"5941 LANSDOWNE AVEUN, Philadelphia, PA",B,M,62,murder,Handgun
7/25/2005,2005,26,"701 W GIRARD AVENUE, Philadelphia, PA",B,M,28,murder,Handgun
7/30/2005,2005,18,"5943 SPRUCE STREET, Philadelphia, PA",B,M,32,murder,Handgun
7/31/2005,2005,35,"6300 N LAMBERT STREET, Philadelphia, PA",B,F,18,murder,Handgun
7/31/2005,2005,35,"6624 N BOUVIER STREET, Philadelphia, PA",B,M,30,murder,Handgun
8/3/2005,2005,16,"4300 PENNSGROVE STRE, Philadelphia, PA",B,M,30,murder,Handgun
8/4/2005,2005,24,"1800 E WISHART STREET, Philadelphia, PA",B,M,19,murder,Handgun
8/7/2005,2005,01,"2234 S 16TH STREET, Philadelphia, PA",W,F,18,murder,Handgun
8/7/2005,2005,19,"5600 LANCASTER AVENU, Philadelphia, PA",B,M,27,murder,Handgun
8/7/2005,2005,12,"1406 S PAXSON STREET, Philadelphia, PA",B,M,19,murder,Handgun
8/8/2005,2005,15,"1600 FILLMORE STREET, Philadelphia, PA",B,M,23,murder,Handgun
8/8/2005,2005,16,"3750 W GIRARD AVENUE, Philadelphia, PA",B,M,37,murder,Handgun
8/9/2005,2005,35,"2100 CHEW STREET, Philadelphia, PA",B,M,19,murder,Handgun
8/11/2005,2005,06,"22 S FRONT ST, Philadelphia, PA",B,M,21,murder,Handgun
8/11/2005,2005,07,"1033 CHESWORTH RD, Philadelphia, PA",W,M,20,murder,Handgun
8/13/2005,2005,25,"1100 W TIOGA ST, Philadelphia, PA",B,M,29,murder,Handgun
8/14/2005,2005,26,"900 W GIRARD AVE, Philadelphia, PA",B,M,36,murder,Handgun
8/14/2005,2005,23,"2400 C.B. MOORE BLVD, Philadelphia, PA",B,M,22,murder,Handgun
8/17/2005,2005,39,"1600 ST LUKE ST, Philadelphia, PA",B,M,25,murder,Handgun
8/17/2005,2005,92,"4300 GREENLAND DRIVE, Philadelphia, PA",B,M,41,murder,Handgun
8/18/2005,2005,16,"1700 N 42ND ST, Philadelphia, PA",B,M,19,murder,Handgun
8/20/2005,2005,19,"7500 HAVERFORD AVENU, Philadelphia, PA",B,M,43,murder,Handgun
8/20/2005,2005,39,"2721 N RINGGOLD STREET, Philadelphia, PA",B,M,21,murder,Handgun
8/22/2005,2005,18,"5246 MARKET STREET, Philadelphia, PA",B,M,25,murder,Handgun
8/22/2005,2005,25,"800 W HUNTING PARK AV, Philadelphia, PA",B,M,33,murder,Handgun
8/25/2005,2005,39,"2300 W SOMERSET STREET, Philadelphia, PA",B,M,30,murder,Handgun
8/25/2005,2005,23,"1600 N GRATZ STREET, Philadelphia, PA",B,M,17,murder,Handgun
8/26/2005,2005,19,"1305 N ALDEN STREET, Philadelphia, PA",B,M,18,murder,Handgun
8/26/2005,2005,23,"1700 N 20TH STREET, Philadelphia, PA",B,M,50,murder,Handgun
8/27/2005,2005,18,"5535 IRVING STREET, Philadelphia, PA",B,M,18,murder,Handgun
8/28/2005,2005,24,"855 E ALLEGHENY AVENU, Philadelphia, PA",B,F,34,murder,Handgun
8/28/2005,2005,12,"2500 S DEWEY STREET, Philadelphia, PA",B,M,20,murder,Handgun
8/29/2005,2005,24,"3092 RUTH STREET, Philadelphia, PA",W,M,26,murder,Handgun
8/29/2005,2005,19,"5511 SUMMERD PLACE, Philadelphia, PA",B,M,37,murder,Handgun
8/30/2005,2005,02,"1345 WELLS STREET, Philadelphia, PA",W,M,40,murder,Handgun
8/30/2005,2005,26,"1400 CADWALLADER ST, Philadelphia, PA",B,M,19,murder,Handgun
8/30/2005,2005,23,"1328 N NEWKIRK STREET, Philadelphia, PA",B,M,20,murder,Handgun
9/2/2005,2005,18,"6216 WEBSTER ST, Philadelphia, PA",B,M,29,murder,Handgun
9/3/2005,2005,12,"5434 WILLOWS AVENUE, Philadelphia, PA",B,M,24,murder,Handgun
9/4/2005,2005,35,"302 W WELLENS STREET, Philadelphia, PA",B,M,54,murder,Handgun
9/5/2005,2005,06,"1300 VINE STREET, Philadelphia, PA",A,M,20,murder,Handgun
9/6/2005,2005,39,"5300 MORRIS STREET, Philadelphia, PA",B,M,29,murder,Handgun
9/7/2005,2005,24,"2110 E CAMBRIA STREET, Philadelphia, PA",B,M,25,murder,Handgun
9/10/2005,2005,12,"1300 COBBS CREEK PAR, Philadelphia, PA",B,M,42,murder,Handgun
9/10/2005,2005,01,"2006 S 28TH STREET, Philadelphia, PA",A,F,30,murder,Handgun
9/11/2005,2005,14,"5719 GERMANTOWN AVEN, Philadelphia, PA",B,M,34,murder,Handgun
9/12/2005,2005,25,"4525 N FRONT STREET, Philadelphia, PA",W,M,21,murder,Handgun
9/14/2005,2005,12,"5700 BALTIMORE AVENU, Philadelphia, PA",B,M,18,murder,Handgun
9/15/2005,2005,16,"4000 WALLACE STREET, Philadelphia, PA",B,M,20,murder,Handgun
9/19/2005,2005,19,"157 N 55TH STREET, Philadelphia, PA",B,M,16,murder,Handgun
9/19/2005,2005,15,"700 HERKNESS STREET, Philadelphia, PA",B,M,18,murder,Handgun
9/24/2005,2005,23,"1208 N 29TH STREET, Philadelphia, PA",B,M,27,murder,Handgun
9/25/2005,2005,25,"2735 N BROAD STREET, Philadelphia, PA",B,M,30,murder,Handgun
9/25/2005,2005,25,"4800 RISING SUN AVEN, Philadelphia, PA",W,M,28,murder,Handgun
9/25/2005,2005,25,"4800 RISING SUN AVEN, Philadelphia, PA",W,M,28,murder,Handgun
9/26/2005,2005,12,"7300 ELMWOOD AVENUE, Philadelphia, PA",B,M,19,murder,Handgun
9/29/2005,2005,24,"1907 E LIPPENCOTT STRE, Philadelphia, PA",W,M,54,murder,Handgun
10/1/2005,2005,17,"1122 S 22ND STREET, Philadelphia, PA",B,M,29,murder,Handgun
10/3/2005,2005,18,"5810 ELLSWORTH STREE, Philadelphia, PA",B,M,51,murder,Handgun
10/4/2005,2005,14,"8113 FORREST AVENUE, Philadelphia, PA",B,M,46,murder,Handgun
10/6/2005,2005,25,"4056 N FAIRHILL STREET, Philadelphia, PA",B,M,23,murder,Handgun
10/7/2005,2005,35,"4847 N 8TH STREET, Philadelphia, PA",B,M,17,murder,Handgun
10/7/2005,2005,07,"9900 BUSTLETON AVENU, Philadelphia, PA",W,F,43,murder,Handgun
10/7/2005,2005,07,"10855 BULTLETON AVENU, Philadelphia, PA",W,F,39,murder,Handgun
10/7/2005,2005,24,"1035 E TIOGA STREET, Philadelphia, PA",A,M,41,murder,Handgun
10/7/2005,2005,04,"600 EMILY STREET, Philadelphia, PA",B,M,32,murder,Handgun
10/9/2005,2005,19,"1435 N 52ND STREET, Philadelphia, PA",B,M,33,murder,Handgun
10/11/2005,2005,22,"2046 N 20TH STREET, Philadelphia, PA",B,M,25,murder,Handgun
10/13/2005,2005,25,"900 W PIKE STREET, Philadelphia, PA",B,M,54,murder,Handgun
10/18/2005,2005,26,"2236 N FAIRHILL STREET, Philadelphia, PA",B,F,23,murder,Handgun
10/18/2005,2005,19,"727 N 66TH STREET, Philadelphia, PA",W,M,58,murder,Handgun
10/19/2005,2005,92,"2100 RESERVOIR DRIVE, Philadelphia, PA",B,M,37,murder,Handgun
10/19/2005,2005,39,"2768 JUDSON STREET, Philadelphia, PA",B,M,31,murder,Handgun
10/22/2005,2005,39,"405 W QUEEN LANE, Philadelphia, PA",B,M,38,murder,Handgun
10/23/2005,2005,12,"5500 KINGSESSING AVE, Philadelphia, PA",W,M,49,murder,Handgun
10/24/2005,2005,14,"5545 BLOYD STREET, Philadelphia, PA",B,M,19,murder,Handgun
10/25/2005,2005,16,"4181 LEIDY AVENUE, Philadelphia, PA",B,M,29,murder,Handgun
10/25/2005,2005,03,"1021 S 4TH STREET, Philadelphia, PA",B,F,52,murder,Handgun
10/26/2005,2005,22,"2300 W FIRTH STREET, Philadelphia, PA",B,M,17,murder,Handgun
10/29/2005,2005,23,"1237 N HOLLYWOOD STREE, Philadelphia, PA",B,M,41,murder,Handgun
10/31/2005,2005,02,"5965 PALMETTO STREET, Philadelphia, PA",B,M,22,murder,Handgun
10/31/2005,2005,35,"5514 RISING SUN AVE, Philadelphia, PA",B,M,21,murder,Handgun
11/5/2005,2005,15,"1520 WOMRATH STREET, Philadelphia, PA",B,M,19,murder,Handgun
11/5/2005,2005,22,"3224 W YORK STREET, Philadelphia, PA",B,M,36,murder,Handgun
11/6/2005,2005,25,"3820 N 7TH STREET, Philadelphia, PA",B,M,34,murder,Handgun
11/6/2005,2005,23,"1709 N CROSKEY STREET, Philadelphia, PA",B,M,21,murder,Handgun
11/7/2005,2005,19,"6031 RACE STREET, Philadelphia, PA",B,M,26,murder,Handgun
11/7/2005,2005,01,"1925 SNYDER AVENUE, Philadelphia, PA",B,M,16,murder,Handgun
11/7/2005,2005,12,"5701 BEAUMONT AVENUE, Philadelphia, PA",B,M,16,murder,Handgun
11/8/2005,2005,22,"1900 N 31 ST., Philadelphia, PA",B,M,33,murder,Handgun
11/9/2005,2005,25,"3100 GERMANTOWN AVEN, Philadelphia, PA",B,M,26,murder,Handgun
11/10/2005,2005,16,"4007 POWELTON AVENUE, Philadelphia, PA",B,M,29,murder,Handgun
11/11/2005,2005,19,"106 N MILLICK STREET, Philadelphia, PA",B,M,16,murder,Handgun
11/11/2005,2005,17,"1500 ELLSWORTH STREE, Philadelphia, PA",B,M,37,murder,Handgun
11/11/2005,2005,22,"2426 N 28TH  STREET, Philadelphia, PA",B,M,13,murder,Handgun
11/11/2005,2005,16,"882 N FALLON STREET, Philadelphia, PA",B,M,26,murder,Handgun
11/12/2005,2005,12,"1610 S YEWDALL STREET, Philadelphia, PA",B,M,20,murder,Handgun
11/13/2005,2005,17,"1300 SCHUYLKILL AVEN, Philadelphia, PA",B,F,24,murder,Handgun
11/13/2005,2005,17,"2500 WASHINGTON AVE, Philadelphia, PA",B,M,21,murder,Handgun
11/15/2005,2005,24,"3451 BRADDOCK STREET, Philadelphia, PA",B,M,41,murder,Handgun
11/17/2005,2005,25,"1100 WINGOHOCKING ST, Philadelphia, PA",B,M,24,murder,Handgun
11/17/2005,2005,14,"5427 WAYNE AVENUE, Philadelphia, PA",B,M,18,murder,Handgun
11/18/2005,2005,35,"4901 STENTON AVENUE, Philadelphia, PA",B,M,40,murder,Handgun
11/19/2005,2005,18,"4840 PINE STREET, Philadelphia, PA",B,M,31,murder,Handgun
11/23/2005,2005,24,"900 E ONTARIO STREET, Philadelphia, PA",W,M,23,murder,Handgun
11/26/2005,2005,18,"5417 BALTIMORE AVENU, Philadelphia, PA",B,M,25,murder,Handgun
11/27/2005,2005,39,"2600 ROBERTS AVENUE, Philadelphia, PA",B,M,23,murder,Handgun
11/30/2005,2005,06,"549 N 12TH STREET, Philadelphia, PA",B,M,30,murder,Handgun
12/1/2005,2005,12,"5800 ANGORA TERRRACE, Philadelphia, PA",B,M,23,murder,Handgun
12/3/2005,2005,25,"800 W ERIE AVENUE, Philadelphia, PA",W,M,24,murder,Handgun
12/3/2005,2005,24,"1800 E CLEMENTINE STRE, Philadelphia, PA",B,M,40,murder,Handgun
12/4/2005,2005,06,"809 WILLOW STREET, Philadelphia, PA",B,M,25,murder,Handgun
12/6/2005,2005,22,"3149 W FOUNTAIN STREET, Philadelphia, PA",B,M,64,murder,Handgun
12/8/2005,2005,14,"5844 CRITTENDEN STRE, Philadelphia, PA",B,M,23,murder,Handgun
12/8/2005,2005,07,"920 EMERSON STREET, Philadelphia, PA",B,F,19,murder,Handgun
12/8/2005,2005,23,"1230 N 10TH STREET, Philadelphia, PA",B,M,21,murder,Handgun
12/9/2005,2005,35,"4748 N 15TH STREET, Philadelphia, PA",B,M,25,murder,Handgun
12/11/2005,2005,26,"2366 N 4TH STREET, Philadelphia, PA",W,M,25,murder,Handgun
12/12/2005,2005,26,"900 CANAL STREET, Philadelphia, PA",B,M,20,murder,Handgun
12/12/2005,2005,25,"2810 N HOPE STREET, Philadelphia, PA",W,M,20,murder,Handgun
12/12/2005,2005,25,"431 E WYOMING AVENUE, Philadelphia, PA",W,M,37,murder,Handgun
12/13/2005,2005,24,"4605 G STREET, Philadelphia, PA",B,M,24,murder,Handgun
12/14/2005,2005,15,"4684 HAWTHORNE STREE, Philadelphia, PA",B,M,28,murder,Handgun
12/18/2005,2005,19,"5300 W COLUMBIA AVENUE, Philadelphia, PA",B,M,22,murder,Handgun
12/18/2005,2005,25,"1000 W LUZERNE ST, Philadelphia, PA",B,M,39,murder,Handgun
12/18/2005,2005,25,"600 W WINGOHOCKING ST, Philadelphia, PA",B,M,22,murder,Handgun
12/20/2005,2005,22,"1918 W SUSQUEHANNA AVE, Philadelphia, PA",B,M,37,murder,Handgun
12/20/2005,2005,12,"1951 S ITHAN ST, Philadelphia, PA",B,M,21,murder,Handgun
12/22/2005,2005,04,"2029 S 7TH STREET, Philadelphia, PA",B,M,30,murder,Handgun
12/23/2005,2005,22,"2553 N 33RD STREET, Philadelphia, PA",B,M,22,murder,Handgun
12/24/2005,2005,25,"2916 N WATERLOO STREET, Philadelphia, PA",W,M,35,murder,Handgun
12/25/2005,2005,18,"3925 WALNUT STREET, Philadelphia, PA",B,M,25,murder,Handgun
12/26/2005,2005,25,"700 W VENANGO STREET, Philadelphia, PA",B,M,32,murder,Handgun
12/30/2005,2005,39,"3528 N 17TH STREET, Philadelphia, PA",B,M,42,murder,Handgun
12/30/2005,2005,35,"196 W ROSELYN STREET, Philadelphia, PA",B,M,23,murder,Handgun
12/31/2005,2005,26,"300 W DAUPHIN STREET, Philadelphia, PA",B,M,21,murder,Handgun
5/12/2005,2005,35,"4904 OLD YORK ROAD, Philadelphia, PA",A,M,18,murder,Handun
7/14/2006,2006,35,"6901 OLD YORK ROAD, Philadelphia, PA",B,M,35,murder,
11/3/2006,2006,16,"1722 MEMORIAL AVENUE, Philadelphia, PA",B,F,15,murder,
8/2/2006,2006,24,"3137 CUSTER ST, Philadelphia, PA",B,F,28,murder,Baseball B
1/23/2006,2006,14,"134 E PLEASANT STREET, Philadelphia, PA",B,F,17,murder,Fire
3/3/2006,2006,17,"1342 S GARNET STREET, Philadelphia, PA",B,M,43,murder,Fire
3/18/2006,2006,19,"23 N 63RD STREET, Philadelphia, PA",B,M,53,murder,Fire
3/19/2006,2006,02,"6049 LORETTO AVENUE, Philadelphia, PA",B,M,33,murder,Fire
3/22/2006,2006,24,"1930 E WILLARD STREET, Philadelphia, PA",B,M,61,murder,Fire
7/18/2006,2006,22,"1219 W TUCKER ST, Philadelphia, PA",B,F,77,murder,Fire
7/22/2006,2006,26,"829 W CUMBERLAND ST, Philadelphia, PA",B,M,48,murder,Fire
11/7/2006,2006,15,"5428 SYLVESTER STREE, Philadelphia, PA",W,F,32,murder,Fire
12/14/2006,2006,25,"301 W SOMERSET STREET, Philadelphia, PA",W,M,66,murder,Hand
2/15/2006,2006,15,"4516 GRISCOM STREET, Philadelphia, PA",B,M,1,murder,Hands
4/28/2006,2006,23,"3036 W HARPER STREET, Philadelphia, PA",B,M,26,murder,Hands
6/1/2006,2006,18,"4715 WALNUT STREET, Philadelphia, PA",B,M,0,murder,Hands
11/25/2006,2006,25,"3418 CRYSTAL STREET, Philadelphia, PA",B,F,26,murder,Hands
4/21/2006,2006,18,"5132 LUDLOW STREET, Philadelphia, PA",B,M,0,murder,Person
11/3/2006,2006,19,"1101 N 63RD STREET, Philadelphia, PA",B,F,29,murder,Pillow
5/3/2006,2006,25,"4139 N DARIEN STREET, Philadelphia, PA",B,M,0,murder,Unknown
6/6/2006,2006,26,"2000 N HOWARD STREET, Philadelphia, PA",W,M,49,murder,Unknown
7/10/2006,2006,01,"1800 SYNDER AVENUE, Philadelphia, PA",B,F,42,murder,Unknown
8/17/2006,2006,02,"1250 PASSMORE STREET, Philadelphia, PA",W,M,50,murder,Unknown
10/3/2006,2006,19,"5421 SHARSWOOD ST, Philadelphia, PA",B,M,0,murder,Unknown
11/4/2006,2006,39,"1700 BLAVIS STREET, Philadelphia, PA",B,F,22,murder,Unknown
11/24/2006,2006,22,"1521 W BOSTON STREET, Philadelphia, PA",B,M,29,murder,Unknown
8/23/2006,2006,04,"2424 S 4TH STREET, Philadelphia, PA",W,M,26,murder,Dumbell
12/8/2006,2006,24,"700 E CLEARIELD STREE, Philadelphia, PA",B,M,35,murder,Feet
9/8/2006,2006,23,"1519 N 29TH STREET, Philadelphia, PA",B,F,1,murder,Fists
10/15/2006,2006,25,"2937 N ORKNEY STREET, Philadelphia, PA",W,M,1,murder,Fists
10/31/2006,2006,12,"2704 RUBY TERRACE, Philadelphia, PA",B,M,36,murder,Fists
9/9/2006,2006,08,"8101 STATE ROAD, Philadelphia, PA",B,M,27,murder,Fists/Feet
1/23/2006,2006,15,"4939 CHARLES STREET, Philadelphia, PA",B,M,0,murder,Hands
9/15/2006,2006,07,"9010 ROOSEVELT BLVD, Philadelphia, PA",W,M,20,murder,Hands
8/19/2006,2006,25,"2800 LEITHGOW STREET, Philadelphia, PA",W,M,56,murder,N/A
2/14/2006,2006,22,"2037 N 11TH STREET,D19, Philadelphia, PA",B,F,47,murder,Pipe
7/31/2006,2006,25,"4500 WEYMOUTH ST, Philadelphia, PA",W,M,54,murder,Punch
12/20/2006,2006,22,"1837 W Huntingdon ST, Philadelphia, PA",B,M,64,murder,Unk
1/3/2006,2006,15,"3407 SHEFFIELD STREE, Philadelphia, PA",W,F,79,murder,Unknown
1/11/2006,2006,01,"3100 S 23RD STREET, Philadelphia, PA",B,F,40,murder,Unknown
3/3/2006,2006,24,"3215 POTTER STREET, Philadelphia, PA",W,F,30,murder,Unknown
4/8/2006,2006,25,"2900 N BROAD STREET, Philadelphia, PA",B,M,36,murder,Unknown
12/15/2006,2006,35,"5253 N HOWARD STREET, Philadelphia, PA",B,F,47,murder,Unknown
1/3/2006,2006,15,"3407 SHEFFIELD STREE, Philadelphia, PA",W,F,20,murder,Knife
1/31/2006,2006,15,"5900 CHARLES STREET, Philadelphia, PA",W,M,43,murder,Knife
2/1/2006,2006,35,"6344 N 8TH STREET, Philadelphia, PA",A,M,24,murder,Knife
3/5/2006,2006,35,"1220 W LINDLEY STREET, Philadelphia, PA",B,M,54,murder,Knife
3/9/2006,2006,35,"1819 W NEDRO AVENUE, Philadelphia, PA",B,F,82,murder,Knife
4/27/2006,2006,12,"2560 CARROLL STREET, Philadelphia, PA",W,M,51,murder,Knife
5/5/2006,2006,26,"2503 POTTER STREET, Philadelphia, PA",B,F,38,murder,Knife
6/19/2006,2006,12,"2117 S GOULD STREET, Philadelphia, PA",B,F,22,murder,Knife
7/19/2006,2006,39,"3836 N SYDENHAM ST, Philadelphia, PA",B,F,25,murder,Knife
9/22/2006,2006,17,"913 S 16TH STREET, Philadelphia, PA",B,F,56,murder,Knife
9/23/2006,2006,18,"6147 WALNUT STREET, Philadelphia, PA",B,F,17,murder,Knife
9/24/2006,2006,35,"4651 N MARVINE STREET, Philadelphia, PA",B,F,22,murder,Knife
9/25/2006,2006,35,"5321 N 12TH STREET, Philadelphia, PA",B,F,51,murder,Knife
10/28/2006,2006,25,"1150 W TIOGA STREET, Philadelphia, PA",B,F,46,murder,Knife
11/26/2006,2006,26,"2004 N FRONT STREET, Philadelphia, PA",B,M,30,murder,Knife
12/17/2006,2006,02,"701 ADAMS AVENUE, Philadelphia, PA",A,M,21,murder,Knife
12/30/2006,2006,35,"6038 OGONTZ AVENUE, Philadelphia, PA",B,F,31,murder,Knife
10/4/2006,2006,08,"8301 STATE ROAD, Philadelphia, PA",B,M,30,murder,Unknown
10/4/2006,2006,12,"2000 S 58TH STREET, Philadelphia, PA",B,M,76,murder,Unknown
2/14/2006,2006,22,"1827 N BAILEY STREET, Philadelphia, PA",B,M,44,murder,Shotgun
3/15/2006,2006,17,"2300 REED STREET, Philadelphia, PA",B,M,14,murder,Shotgun
3/28/2006,2006,25,"3000 N 6TH STREET, Philadelphia, PA",B,M,32,murder,Shotgun
5/8/2006,2006,15,"4690 CASTOR AVENUE, Philadelphia, PA",W,M,46,murder,Shotgun
5/28/2006,2006,35,"700 W SPENCER STREET, Philadelphia, PA",B,M,18,murder,Shotgun
2/7/2006,2006,12,"2251 WILLIAM PLACE, Philadelphia, PA",B,M,36,murder,Rifle
4/7/2006,2006,25,"4100 OLD YORK ROAD, Philadelphia, PA",B,M,31,murder,Rifle
7/7/2006,2006,35,"4900 N 13TH STREET, Philadelphia, PA",B,F,43,murder,Rifle
8/24/2006,2006,18,"100 S 53RD STREET, Philadelphia, PA",B,M,28,murder,Handgun
8/25/2006,2006,26,"500 W LEHIGH AVENUE, Philadelphia, PA",A,M,44,murder,Handgun
8/30/2006,2006,39,"4413 N 18TH ST, Philadelphia, PA",B,M,64,murder,Handgun
8/31/2006,2006,35,"934 W OLNEY AVENUE, Philadelphia, PA",B,M,48,murder,Handgun
8/31/2006,2006,35,"934 W OLNEY AVENUE, Philadelphia, PA",B,F,29,murder,Handgun
8/31/2006,2006,22,"2200 N 31ST STREET, Philadelphia, PA",B,M,22,murder,Handgun
9/2/2006,2006,03,"372 CHRISTIAN STREE, Philadelphia, PA",B,M,18,murder,Handgun
9/3/2006,2006,16,"303 N 52ND STREET, Philadelphia, PA",B,M,31,murder,Handgun
9/4/2006,2006,14,"1316 E BARRINGER STREE, Philadelphia, PA",B,M,26,murder,Handgun
9/4/2006,2006,19,"1801 N 54TH STREET, Philadelphia, PA",B,M,20,murder,Handgun
9/4/2006,2006,39,"1700 W WINGOHOCKING ST, Philadelphia, PA",B,M,20,murder,Handgun
1/1/2006,2006,19,"5741 RACE STREET, Philadelphia, PA",B,M,40,murder,Handgun
1/2/2006,2006,25,"1330 W JEROME STRET, Philadelphia, PA",B,M,29,murder,Handgun
1/3/2006,2006,15,"7425 FRANKFORD AVENU, Philadelphia, PA",W,M,38,murder,Handgun
1/3/2006,2006,04,"400 SIGEL STREET, Philadelphia, PA",W,M,25,murder,Handgun
1/3/2006,2006,15,"7151 GILLESPIE STREE, Philadelphia, PA",W,M,29,murder,Handgun
1/5/2006,2006,26,"2649 N 9TH STREET, Philadelphia, PA",B,M,23,murder,Handgun
1/5/2006,2006,09,"2 FRANKLIN TOWN B, Philadelphia, PA",W,F,80,murder,Handgun
1/7/2006,2006,35,"301 W ROOSEVELT BLVD, Philadelphia, PA",B,M,22,murder,Handgun
1/7/2006,2006,39,"2909 N 18TH STREET, Philadelphia, PA",B,M,19,murder,Handgun
1/9/2006,2006,25,"3500 N MARVINE STREET, Philadelphia, PA",B,M,21,murder,Handgun
1/14/2006,2006,01,"2000 MIFFLIN ST, Philadelphia, PA",B,M,15,murder,Handgun
1/14/2006,2006,19,"1822 N 54TH ST, Philadelphia, PA",B,M,23,murder,Handgun
1/16/2006,2006,14,"104 E WASHINGTON LANE, Philadelphia, PA",B,M,52,murder,Handgun
1/18/2006,2006,16,"812 N BROOKLYN STREET, Philadelphia, PA",B,M,53,murder,Handgun
1/18/2006,2006,16,"812 N BROOKLYN STREET, Philadelphia, PA",B,M,20,murder,Handgun
1/19/2006,2006,25,"4062 N 6TH STREET, Philadelphia, PA",W,M,32,murder,Handgun
1/22/2006,2006,12,"1421 S 52ND STREET, Philadelphia, PA",B,M,22,murder,Handgun
1/25/2006,2006,25,"190 W TIBER STREET, Philadelphia, PA",B,F,18,murder,Handgun
1/25/2006,2006,18,"5624 OSAGE STREET, Philadelphia, PA",B,M,22,murder,Handgun
1/26/2006,2006,24,"3334 H STREET, Philadelphia, PA",B,M,18,murder,Handgun
1/28/2006,2006,16,"4200 PENNSGROVE STRE, Philadelphia, PA",B,M,32,murder,Handgun
1/28/2006,2006,39,"4940 WAYNE AVENUE, Philadelphia, PA",B,M,20,murder,Handgun
1/30/2006,2006,22,"2550 N CHADWICK STREET, Philadelphia, PA",B,M,39,murder,Handgun
2/2/2006,2006,17,"2020 ANNIN STREET, Philadelphia, PA",B,M,31,murder,Handgun
2/3/2006,2006,39,"3900 N BOTT STREET, Philadelphia, PA",B,M,23,murder,Handgun
2/3/2006,2006,23,"1500 SEYBERT STREET, Philadelphia, PA",B,M,23,murder,Handgun
2/4/2006,2006,16,"5024 ARCH STREET, Philadelphia, PA",B,M,42,murder,Handgun
2/5/2006,2006,12,"6362 KINGSESSING AVE, Philadelphia, PA",B,M,31,murder,Handgun
2/6/2006,2006,12,"2000 S ALDEN STREET, Philadelphia, PA",B,F,61,murder,Handgun
2/7/2006,2006,24,"2840 KENSINGTON AVEN, Philadelphia, PA",B,M,35,murder,Handgun
2/12/2006,2006,22,"2449 N 27TH STREET, Philadelphia, PA",B,M,21,murder,Handgun
2/16/2006,2006,12,"1431 S 58TH STREET, Philadelphia, PA",B,M,32,murder,Handgun
2/20/2006,2006,02,"1813 GLENDALE AVENUE, Philadelphia, PA",B,M,15,murder,Handgun
2/21/2006,2006,17,"1300 S 33RD STREET, Philadelphia, PA",B,M,29,murder,Handgun
2/23/2006,2006,12,"5601 WOODLAND AVENUE, Philadelphia, PA",B,M,36,murder,Handgun
2/24/2006,2006,15,"5234 DUFFIELD ST, Philadelphia, PA",B,M,26,murder,Handgun
2/25/2006,2006,14,"6336 STENTON AVE, Philadelphia, PA",B,M,27,murder,Handgun
2/25/2006,2006,15,"1326 UNITY ST, Philadelphia, PA",B,F,24,murder,Handgun
3/1/2006,2006,15,"4220 PRINCETON AVE, Philadelphia, PA",W,M,48,murder,Handgun
3/1/2006,2006,22,"1869 N BUCKNELL STREET, Philadelphia, PA",B,M,19,murder,Handgun
3/5/2006,2006,16,"4900 PARRISH STREET, Philadelphia, PA",B,M,22,murder,Handgun
3/8/2006,2006,23,"1232 N HOLLYWOD STREET, Philadelphia, PA",B,M,27,murder,Handgun
3/11/2006,2006,24,"717 E CLEARFIELD STRE, Philadelphia, PA",B,M,31,murder,Handgun
3/11/2006,2006,35,"200 W SPARKS STREET, Philadelphia, PA",B,M,46,murder,Handgun
3/12/2006,2006,16,"906 N 41ST STREET, Philadelphia, PA",B,F,22,murder,Handgun
3/12/2006,2006,35,"4508 N BROAD STREET, Philadelphia, PA",B,M,30,murder,Handgun
3/17/2006,2006,22,"2500 W WARNOCK STREET, Philadelphia, PA",B,M,46,murder,Handgun
3/18/2006,2006,23,"1245 N DOVER STREET, Philadelphia, PA",B,M,38,murder,Handgun
3/18/2006,2006,23,"1245 N DOVER STREET, Philadelphia, PA",B,F,18,murder,Handgun
3/21/2006,2006,22,"3100 WESTMONT ST, Philadelphia, PA",B,M,24,murder,Handgun
