CaseNumber,Date,Year,District,Location,LocationDir,LocationStreet,Age,Race,Sex,Hispanic,UCR,Weapon
M00267,11/10/2000,2000,22,03000,W,YORK,29,B,M,N,111,UNKNOWN
M00273,11/14/2000,2000,39,02708,W,ALLEGHENY,17,B,M,N,111,UNKNOWN
M00274,11/15/2000,2000,14,04900,,WAYNE,49,B,M,N,111,UNKNOWN
M00276,11/19/2000,2000,19,07500,,MALVERN,20,B,M,N,111,UNKNOWN
M00288,12/4/2000,2000,22,02400,N,CLEVELAND,24,B,M,N,111,UNKNOWN
M00289,12/4/2000,2000,22,02400,N,CLEVELAND,31,B,M,N,111,UNKNOWN
M00302,12/17/2000,2000,12,05500,,FLORENCE,31,B,M,N,111,UNKNOWN
M00309,12/26/2000,2000,17,01300,S,24TH,45,B,M,N,111,UNKNOWN
M00213,8/31/2000,2000,25,01332,W,PIKE,22,B,M,N,111,UZI
M01068,4/7/2001,2001,02,07300,,ROOSEVELT,30,W,M,N,116,AUTO
M01280,11/24/2001,2001,16,03900,,FILBERT,23,B,F,N,116,AUTO
M01283,11/28/2001,2001,15,04100,,ROOSEVELT BLVD,66,W,M,N,116,AUTO
M01179,8/26/2001,2001,15,03100,,RYAN,40,W,M,N,116,BODY
M01228,10/5/2001,2001,39,03439,N,CARLISLE,55,B,F,N,116,BODY
M01071,4/14/2001,2001,16,04022,,PARRISH,61,B,M,N,116,FIRE
M01033,2/22/2001,2001,19,06201,,VINE,55,B,M,N,116,FIRE
M01105,6/6/2001,2001,22,01710,W,LEHIGH,3,B,M,N,116,FIRE
M01106,6/6/2001,2001,22,01710,W,LEHIGH,1,B,M,N,116,FIRE
M01241,10/19/2001,2001,12,05713,L,THOMAS,49,B,M,N,116,FIRE
M01273,11/16/2001,2001,19,00228,N,RUBY,9,B,M,N,116,FIRE
M01299,12/14/2001,2001,19,00228,N,RUBY,10,B,F,N,116,FIRE
M01191,9/10/2001,2001,23,01734,N,BOUVIER,35,B,F,N,116,OTHER
M01227,10/5/2001,2001,18,04203,,CHESTER,49,W,M,N,116,OTHER
M01086,5/5/2001,2001,39,03245,N,DOVER,31,W,F,N,116,UNKNOWN
M01274,11/19/2001,2001,35,01100,,WINDRIM,22,W,M,N,116,UNKNOWN
M01048,3/20/2001,2001,19,01238,N,54TH,61,B,M,N,115,BODY
M01050,3/17/2001,2001,12,07000,,ELMWOOD,40,W,M,N,115,BODY
M01025,2/9/2001,2001,26,02408,,FRANKFORD,3,W,F,N,115,BODY
M01040,3/1/2001,2001,17,01439,S,MARSTON,1,B,F,N,115,BODY
M01080,4/24/2001,2001,22,02432,W,LEHIGH,63,B,M,N,115,BODY
M01114,6/13/2001,2001,26,00500,W,YORK,41,W,M,Y,115,BODY
M01118,6/15/2001,2001,22,02700,W,BERKS,47,B,M,N,115,BODY
M01129,6/29/2001,2001,14,02122,W,CHELTENHAM,44,B,M,N,115,BODY
M01134,7/9/2001,2001,17,02100,,REED,47,B,M,N,115,BODY
M01141,7/4/2001,2001,19,00208,N,58TH,45,B,M,N,115,BODY
M01168,8/12/2001,2001,16,00889,N,47TH,32,B,M,N,115,BODY
M01197,9/13/2001,2001,23,01400,N,12TH,75,B,M,N,115,BODY
M01204,9/17/2001,2001,17,00751,S,15TH,1,B,F,N,115,BODY
M01207,9/21/2001,2001,39,05011,,GERMANTOWN,47,B,M,N,115,BODY
M01215,9/17/2001,2001,16,04200,,LANCASTER,57,B,M,N,115,BODY
M01244,10/20/2001,2001,39,04464,N,17TH,44,B,M,N,115,BODY
M01258,11/1/2001,2001,39,03223,N,ETTING,1,B,F,N,115,BODY
M01154,7/29/2001,2001,26,02516,N,FAIRHILL,66,W,M,Y,115,METAL OBJ
M01043,3/9/2001,2001,26,00900,,CANAL,35,W,M,Y,115,UNKNOWN
M01055,3/26/2001,2001,16,04558,,MERION,40,B,F,N,115,UNKNOWN
M01076,4/21/2001,2001,12,05700,,BEAUMONT,67,B,M,N,115,UNKNOWN
M01007,1/12/2001,2001,25,03430,N,ROSEHILL,1,B,F,Y,115,UNKNOWN
M01115,6/12/2001,2001,22,02346,N,CAMAC,70,B,M,N,115,UNKNOWN
M01146,7/21/2001,2001,12,02231,S,FELTON,53,W,M,N,115,UNKNOWN
M01148,7/22/2001,2001,18,00113,S,61ST,31,B,F,N,115,UNKNOWN
M01166,8/11/2001,2001,12,08000,W,BRUNSWICK,42,B,M,N,115,UNKNOWN
M01264,11/8/2001,2001,22,02640,W,YORK,38,B,M,N,115,UNKNOWN
M01307,12/29/2001,2001,18,05955,,LARCHWOOD,48,B,M,N,115,UNKNOWN
M01012,1/21/2001,2001,19,01411,N,FELTON,40,B,M,N,115,WOOD OBJ
M01038,2/28/2001,2001,24,02028,E,MADISON,47,W,M,N,115,WOOD OBJ
M01057,3/30/2001,2001,12,06206,,WOODLAND,45,B,M,N,114,KNIFE
M01067,4/10/2001,2001,39,01522,W,GLENWOOD,20,B,M,N,114,KNIFE
M01070,4/14/2001,2001,19,06121,,COLUMBIA,30,W,F,N,114,KNIFE
M01005,1/6/2001,2001,23,01220,N,BROAD,58,B,M,N,114,KNIFE
M01017,1/30/2001,2001,01,01914,S,HOLLYWOOD,36,B,M,N,114,KNIFE
M01030,2/14/2001,2001,16,03854,,POPLAR,32,B,F,N,114,KNIFE
M01032,2/18/2001,2001,22,02132,N,UBER,26,B,M,N,114,KNIFE
M01120,6/16/2001,2001,18,05142,,HAZEL,48,B,F,N,114,KNIFE
M01121,6/18/2001,2001,12,06800,,PASCHALL,22,B,M,N,114,KNIFE
M01143,7/15/2001,2001,35,00120,W,CHAMPLOST,19,W,M,N,114,KNIFE
M01156,7/31/2001,2001,08,10480,,CRESTMONT,56,W,M,N,114,KNIFE
M01160,8/3/2001,2001,16,00120,N,49TH,29,B,F,N,114,KNIFE
M01184,9/2/2001,2001,14,00063,E,ASHMEAD,54,B,M,N,114,KNIFE
M01185,9/2/2001,2001,15,02058,,ROBBINS,29,W,F,Y,114,KNIFE
M01194,9/11/2001,2001,22,02632,W,GORDON,29,B,M,N,114,KNIFE
M01234,10/9/2001,2001,19,01628,N,55TH,49,B,M,N,114,KNIFE
M01255,10/31/2001,2001,01,01913,,NORWOOD,43,B,F,N,114,KNIFE
M01269,11/13/2001,2001,06,01131,,CALLOWHILL,43,B,F,N,114,UNKNOWN
M01090,5/11/2001,2001,14,00463,E,RITTENHOUSE,16,B,M,N,113,SHOTGUN
M01180,8/29/2001,2001,17,02749,,EARP,18,B,M,N,113,SHOTGUN
M01237,10/13/2001,2001,22,02151,N,28TH,29,B,F,N,112,RIFLE
M01288,12/1/2001,2001,25,02864,N,MASCHER,42,W,M,Y,112,RIFLE
M01049,3/21/2001,2001,15,04317,,TEESDALE,37,W,M,N,111,.38 CAL
M01034,2/23/2001,2001,35,01500,,CHELTENHAM,61,B,F,N,111,.38CAL
M01242,10/19/2001,2001,23,01600,W,MASTER,33,B,M,N,111,380 AUTO
M01302,12/24/2001,2001,17,01523,,REED,24,B,M,N,111,40 CAL
M01052,3/24/2001,2001,12,05300,,WOODLAND,35,B,M,N,111,40 CAL.
M01087,5/7/2001,2001,25,01226,,RISING SUN,26,B,M,N,111,9MM
M01062,4/6/2001,2001,39,04140,N,BROAD,23,B,M,N,111,9MM AUTO
M01063,4/6/2001,2001,17,02240,,MONTROSE,20,B,M,N,111,9MM AUTO
M01091,5/11/2001,2001,35,06065,N,PHILIP,33,B,M,N,111,9MM AUTO
M01093,5/20/2001,2001,15,01624,,HARRISON,27,B,M,N,111,9MM AUTO
M01196,9/13/2001,2001,12,02800,S,64TH,27,B,M,N,111,9MM AUTO
M01287,12/1/2001,2001,17,01521,S,CARLISLE,24,B,M,N,111,9MM AUTO
M01296,12/9/2001,2001,09,01800,,MT. VERNON,23,B,M,N,111,9MM AUTO
M01042,3/9/2001,2001,24,00257,E,ELKHART,27,W,M,Y,111,HANDGUN
M01044,3/14/2001,2001,35,00247,W,RUSCOMB,29,B,F,N,111,HANDGUN
M01045,3/17/2001,2001,26,02400,N,FAIRHILL,21,B,M,N,111,HANDGUN
M01046,3/18/2001,2001,19,05417,,MASTER,20,B,M,N,111,HANDGUN
M01047,3/19/2001,2001,16,00862,N,BROOKLYN,21,B,M,N,111,HANDGUN
M01051,3/24/2001,2001,19,01338,N,56TH,32,B,M,N,111,HANDGUN
M01053,3/24/2001,2001,14,00500,E,TULPEHOCKEN,15,B,F,N,111,HANDGUN
M01054,3/26/2001,2001,92,04300,,BELMONT,15,B,M,N,111,HANDGUN
M01056,3/30/2001,2001,12,05200,,WARRINGTON,21,B,M,N,111,HANDGUN
M01058,3/30/2001,2001,39,04600,,WAYNE,42,B,M,N,111,HANDGUN
M01059,4/2/2001,2001,12,01339,S,LINDENWOOD,26,B,M,N,111,HANDGUN
M01060,4/5/2001,2001,22,02435,N,NEWKIRK,47,B,M,N,111,HANDGUN
M01061,4/6/2001,2001,22,02343,N,BEECHOOD,50,B,M,N,111,HANDGUN
M01064,4/8/2001,2001,12,01007,S,ST. BERNARD,19,B,M,N,111,HANDGUN
M01065,4/8/2001,2001,19,00243,N,RUBY,24,B,M,N,111,HANDGUN
M01066,4/10/2001,2001,24,03060,N,POTTER,20,B,M,N,111,HANDGUN
M01069,4/11/2001,2001,17,00700,S,20TH,45,B,M,N,111,HANDGUN
M01072,4/16/2001,2001,19,00544,N,52ND,37,B,F,N,111,HANDGUN
M01073,4/16/2001,2001,16,03400,,MELON,24,B,M,N,111,HANDGUN
M01075,4/21/2001,2001,17,01600,S,TAYLOR,20,B,M,N,111,HANDGUN
M01077,4/22/2001,2001,07,09200,,BUSTLETON,27,W,M,Y,111,HANDGUN
M01001,1/2/2001,2001,12,04899,S,ISLAND RD,43,B,F,N,111,HANDGUN
M01002,1/2/2001,2001,25,00539,W,VENANGO,26,W,M,Y,111,HANDGUN
M01003,1/3/2001,2001,12,05237,,CHESTER,30,B,M,N,111,HANDGUN
M01004,1/3/2001,2001,12,05237,,CHESTER,17,B,M,N,111,HANDGUN
M01006,1/10/2001,2001,25,04659,N,05TH,20,B,M,N,111,HANDGUN
M01008,1/16/2001,2001,24,02858,N,LEE,46,W,M,Y,111,HANDGUN
M01009,1/17/2001,2001,14,00161,W,WYNEVA,21,B,M,N,111,HANDGUN
M01010,1/19/2001,2001,05,00384,,SHURS LN,48,W,M,N,111,HANDGUN
M01011,1/21/2001,2001,14,05134,,WAYNE,43,B,M,N,111,HANDGUN
M01013,1/22/2001,2001,17,02336,,PIERCE,28,B,F,N,111,HANDGUN
M01014,1/23/2001,2001,16,05061,,PARRISH,19,B,M,N,111,HANDGUN
M01015,1/24/2001,2001,35,00219,E,ALBANUS,40,W,M,N,111,HANDGUN
M01016,1/26/2001,2001,25,00100,W,CAMBRIA,34,W,M,Y,111,HANDGUN
M01018,1/31/2001,2001,25,02900,N,WATERLOO,36,B,M,N,111,HANDGUN
M01019,1/31/2001,2001,01,02614,,JACKSON,23,B,M,N,111,HANDGUN
M01021,2/2/2001,2001,25,02900,N,AMERICAN,31,W,M,N,111,HANDGUN
M01022,2/2/2001,2001,25,03300,N,05TH,23,B,M,Y,111,HANDGUN
M01023,2/7/2001,2001,17,01600,S,17TH,22,B,M,N,111,HANDGUN
M01024,2/7/2001,2001,26,00902,W,HUNTINGDON,20,W,M,N,111,HANDGUN
M01026,2/9/2001,2001,35,01400,W,OLNEY,18,B,M,N,111,HANDGUN
M01027,2/10/2001,2001,17,02400,,MANTON,22,B,M,N,111,HANDGUN
M01028,2/10/2001,2001,24,02800,N,BOUDINOT,20,B,M,N,111,HANDGUN
M01031,2/17/2001,2001,25,03000,N,LAWRENCE,39,W,M,N,111,HANDGUN
M01035,2/25/2001,2001,24,02061,E,ORLEANS,46,W,M,N,111,HANDGUN
M01036,2/25/2001,2001,24,02061,E,ORLEANS,31,W,M,N,111,HANDGUN
M01037,2/25/2001,2001,22,02437,N,32ND,29,B,M,N,111,HANDGUN
M01041,3/5/2001,2001,25,00800,W,BRISTOL,22,B,M,N,111,HANDGUN
M01078,4/23/2001,2001,17,01218,S,18TH,20,B,M,N,111,HANDGUN
M01079,4/23/2001,2001,24,03239,,ALMOND,79,W,M,N,111,HANDGUN
M01081,4/26/2001,2001,04,00740,,TREE,24,W,F,N,111,HANDGUN
M01082,4/29/2001,2001,14,00800,E,WOODLAWN,24,B,M,N,111,HANDGUN
M01083,4/30/2001,2001,26,02010,E,BOSTON,15,W,F,N,111,HANDGUN
M01084,5/5/2001,2001,19,05714,W,GIRARD,34,B,M,N,111,HANDGUN
M01085,5/5/2001,2001,24,03100,N,ROSEHILL,22,B,M,N,111,HANDGUN
M01088,5/9/2001,2001,26,02654,N,FRANKLIN,21,B,M,Y,111,HANDGUN
M01089,5/10/2001,2001,22,02600,N,NAPA,32,B,M,N,111,HANDGUN
M01092,5/13/2001,2001,15,06652,,HEGERMAN,28,W,M,N,111,HANDGUN
M01094,5/22/2001,2001,12,08107,,SUFFOLK,38,B,M,Y,111,HANDGUN
M01095,5/23/2001,2001,12,06639,,YOCUM,21,B,M,N,111,HANDGUN
M01097,5/25/2001,2001,14,00200,E,WOODLAWN,19,B,M,N,111,HANDGUN
M01098,5/27/2001,2001,23,01428,N,17TH,19,B,M,N,111,HANDGUN
M01099,5/28/2001,2001,16,03705,,MELON,30,B,M,N,111,HANDGUN
M01100,5/30/2001,2001,22,02200,N,18TH,26,B,M,N,111,HANDGUN
M01103,6/1/2001,2001,26,02519,N,09TH,19,B,M,N,111,HANDGUN
M01104,6/2/2001,2001,12,05829,,TRINITY,27,B,M,N,111,HANDGUN
M01108,6/7/2001,2001,17,01523,,REED,22,B,M,N,111,HANDGUN
M01109,6/10/2001,2001,25,00501,E,WESTMORELAND,26,B,M,N,111,HANDGUN
M01110,6/10/2001,2001,35,01900,W,BELFIELD,29,B,M,N,111,HANDGUN
M01111,6/12/2001,2001,24,02051,E,MONMOUTH,24,W,M,Y,111,HANDGUN
M01112,6/13/2001,2001,12,07200,,WOODLAND,17,B,M,N,111,HANDGUN
M01113,6/13/2001,2001,12,07200,,WOODLAND,17,B,M,N,111,HANDGUN
M01116,6/13/2001,2001,16,00200,,NATRONA,28,B,M,N,111,HANDGUN
M01117,6/15/2001,2001,06,00830,N,12TH,83,B,M,N,111,HANDGUN
M01119,6/16/2001,2001,24,03137,,ARBOR,33,B,M,N,111,HANDGUN
M01122,6/18/2001,2001,23,01700,W,MASTER,25,B,M,N,111,HANDGUN
M01123,6/22/2001,2001,23,01235,N,15TH,36,B,M,N,111,HANDGUN
M01124,6/23/2001,2001,19,00329,N,55TH,24,B,M,N,111,HANDGUN
M01125,6/26/2001,2001,25,01201,W,LYCOMING,20,B,M,N,111,HANDGUN
M01126,6/26/2001,2001,25,01237,W,VENANGO,33,B,M,N,111,HANDGUN
M01127,6/26/2001,2001,16,00715,N,BROOKLYN,29,B,M,N,111,HANDGUN
M01128,6/29/2001,2001,12,05547,,PENTRIDGE,24,B,M,N,111,HANDGUN
M01130,7/3/2001,2001,19,01766,N,PEACH,36,B,M,N,111,HANDGUN
M01131,7/7/2001,2001,22,02314,N,29TH,37,B,M,N,111,HANDGUN
M01132,7/7/2001,2001,12,06631,,WOODLAND,24,B,M,N,111,HANDGUN
M01133,7/7/2001,2001,39,03400,N,22ND,19,B,M,N,111,HANDGUN
M01135,7/9/2001,2001,19,05347,W,OXFORD,22,B,M,N,111,HANDGUN
M01136,7/10/2001,2001,12,05200,,HADFIELD,50,B,M,N,111,HANDGUN
M01137,7/10/2001,2001,12,06167,,ELMWOOD,47,B,M,N,111,HANDGUN
M01138,7/10/2001,2001,25,00900,W,ONTARIO,28,B,M,Y,111,HANDGUN
M01139,7/11/2001,2001,17,01508,S,26TH,24,W,F,N,111,HANDGUN
M01142,7/13/2001,2001,14,00481,E,PENN,30,B,M,N,111,HANDGUN
M01144,7/18/2001,2001,17,00900,S,24TH,22,B,M,N,111,HANDGUN
M01145,7/19/2001,2001,18,00244,S,51ST,28,B,M,N,111,HANDGUN
M01147,7/21/2001,2001,23,01312,N,22ND,23,B,M,N,111,HANDGUN
M01149,7/23/2001,2001,12,05116,,WOODLAND,24,B,M,N,111,HANDGUN
M01150,7/24/2001,2001,06,00003,N,COLUMBUS,33,W,M,N,111,HANDGUN
M01151,7/25/2001,2001,39,03010,N,LAMBERT,69,B,M,N,111,HANDGUN
M01152,7/28/2001,2001,14,00322,,SHEDAKER,24,B,M,N,111,HANDGUN
M01153,7/28/2001,2001,16,03500,,FAIRMOUNT,20,B,M,N,111,HANDGUN
M01155,7/31/2001,2001,04,2300,S,6TH STREET,37,B,M,N,111,HANDGUN
M01157,8/1/2001,2001,22,02501,N,18TH,17,B,M,N,111,HANDGUN
M01161,8/3/2001,2001,19,00546,N,HOBART,26,B,M,N,111,HANDGUN
M01162,8/6/2001,2001,23,03100,W,OXFORD,25,B,M,N,111,HANDGUN
M01163,8/6/2001,2001,19,00611,N,56TH,21,B,M,N,111,HANDGUN
M01164,8/9/2001,2001,04,00800,,MCKEAN,40,W,M,N,111,HANDGUN
M01169,8/17/2001,2001,04,01700,S,05TH,16,W,F,Y,111,HANDGUN
M01170,8/20/2001,2001,17,01701,S,BANCROFT,12,B,M,N,111,HANDGUN
M01171,8/20/2001,2001,18,01113,S,47TH,20,B,M,N,111,HANDGUN
M01172,8/22/2001,2001,23,01900,W,NICHOLAS,20,B,M,N,111,HANDGUN
M01173,8/24/2001,2001,26,00403,W,NORRIS,18,B,M,N,111,HANDGUN
M01174,8/24/2001,2001,24,03079,,POTTER,18,B,M,N,111,HANDGUN
M01175,8/25/2001,2001,26,02028,N,06TH,34,W,M,Y,111,HANDGUN
M01176,8/25/2001,2001,16,00758,N,BROOKLYN,35,B,M,N,111,HANDGUN
M01177,8/25/2001,2001,19,00044,N,52ND,22,B,M,N,111,HANDGUN
M01178,8/25/2001,2001,12,05000,,PASCHALL,30,B,M,N,111,HANDGUN
M01181,8/29/2001,2001,25,00800,W,BUTLER,29,B,M,N,111,HANDGUN
M01182,8/30/2001,2001,16,01300,,BELMOUNT,54,B,F,N,111,HANDGUN
M01186,9/6/2001,2001,35,00405,W,OLNEY,24,B,M,N,111,HANDGUN
M01187,9/6/2001,2001,35,00405,W,OLNEY,22,B,M,N,111,HANDGUN
M01188,9/7/2001,2001,14,07610,,OGONTZ,18,B,M,N,111,HANDGUN
M01189,9/8/2001,2001,17,01700,,CATHARINE,18,B,M,N,111,HANDGUN
M01190,9/8/2001,2001,05,04120,,MAIN,84,W,M,N,111,HANDGUN
M01192,9/10/2001,2001,17,01221,S,21ST,30,B,M,N,111,HANDGUN
M01193,9/11/2001,2001,18,05421,,LOCUST,38,B,M,N,111,HANDGUN
M01195,9/12/2001,2001,23,03000,W,JEFFERSON,31,B,M,N,111,HANDGUN
M01198,9/13/2001,2001,14,00339,E,WISTER,24,B,F,N,111,HANDGUN
M01199,9/13/2001,2001,12,02128,S,ALDEN,22,B,M,N,111,HANDGUN
M01200,9/14/2001,2001,17,02000,,ANNIN,19,B,M,N,111,HANDGUN
M01201,9/15/2001,2001,03,00464,,CHRISTIAN,35,B,M,N,111,HANDGUN
M01202,9/15/2001,2001,18,05420,,LOCUST,20,B,M,N,111,HANDGUN
M01203,9/17/2001,2001,23,02413,,HARLAN,35,B,M,N,111,HANDGUN
M01205,9/17/2001,2001,22,02648,N,SARTAIN,25,B,M,N,111,HANDGUN
M01206,9/21/2001,2001,14,05600,,MATTHEWS,23,B,M,N,111,HANDGUN
M01208,9/21/2001,2001,25,04805,,D ST,34,W,F,Y,111,HANDGUN
M01209,9/22/2001,2001,25,03600,N,03RD,21,W,M,Y,111,HANDGUN
M01211,9/23/2001,2001,12,05437,,ANGORA,57,B,M,N,111,HANDGUN
M01212,9/23/2001,2001,16,04000,,LANCASTER,24,B,M,N,111,HANDGUN
M01213,9/23/2001,2001,15,04600,,RUTLAND,32,B,M,N,111,HANDGUN
M01214,9/24/2001,2001,04,01826,S,05TH,22,W,F,Y,111,HANDGUN
M01216,9/25/2001,2001,25,01200,W,LYCOMING,21,B,M,N,111,HANDGUN
M01217,9/27/2001,2001,19,00322,N,GROSS,22,B,M,N,111,HANDGUN
M01218,9/29/2001,2001,14,01910,,CHELTENHAM,26,B,F,N,111,HANDGUN
M01219,9/29/2001,2001,24,00300,E,ALLEGHENY,24,B,M,N,111,HANDGUN
M01221,10/1/2001,2001,19,04908,W,THOMPSON,27,B,M,N,111,HANDGUN
M01222,10/2/2001,2001,18,04600,,WOODLAND,22,B,M,N,111,HANDGUN
M01224,10/4/2001,2001,92,00001,,BLACK RD,17,B,M,N,111,HANDGUN
M01225,10/4/2001,2001,16,03900,,WYALUSING,13,B,M,N,111,HANDGUN
M01226,10/5/2001,2001,14,05500,,BLOYD,24,B,M,N,111,HANDGUN
M01229,10/5/2001,2001,23,01751,N,27TH,25,B,M,N,111,HANDGUN
M01230,10/7/2001,2001,23,01730,,RIDGE,34,B,M,N,111,HANDGUN
M01231,10/7/2001,2001,07,11500,,ROOSEVELT,18,B,M,N,111,HANDGUN
M01232,10/8/2001,2001,17,03210,,WHARTON,21,B,M,N,111,HANDGUN
M01233,10/9/2001,2001,25,02731,N,BROAD,44,B,M,N,111,HANDGUN
M01235,10/10/2001,2001,23,02500,,THOMPSON,20,B,M,N,111,HANDGUN
M01236,10/11/2001,2001,23,01800,W,MASTER,22,B,M,N,111,HANDGUN
M01238,10/14/2001,2001,12,05200,,GREENWAY,23,B,M,N,111,HANDGUN
M01243,10/20/2001,2001,35,04759,N,11TH,43,B,M,N,111,HANDGUN
M01245,10/21/2001,2001,25,04351,N,MARSHALL,29,W,M,Y,111,HANDGUN
M01246,10/22/2001,2001,22,02343,N,24TH,34,B,F,N,111,HANDGUN
M01248,10/24/2001,2001,16,04600,W,GIRARD,25,B,M,N,111,HANDGUN
M01249,10/24/2001,2001,16,04600,W,GIRARD,22,W,F,Y,111,HANDGUN
M01250,10/25/2001,2001,17,01729,S,19TH,28,B,M,N,111,HANDGUN
M01251,10/26/2001,2001,14,00215,E,SYDNEY,30,B,F,N,111,HANDGUN
M01252,10/26/2001,2001,16,04418,,PEROT,35,B,M,N,111,HANDGUN
M01253,10/27/2001,2001,22,02719,W,BERKS,20,B,M,N,111,HANDGUN
M01254,10/28/2001,2001,17,02100,,CROSS,11,B,M,N,111,HANDGUN
M01256,10/31/2001,2001,01,01736,,JACKSON,24,W,M,N,111,HANDGUN
M01257,11/2/2001,2001,23,02400,W,COLLEGE,33,B,M,N,111,HANDGUN
M01259,11/3/2001,2001,19,05816,W,MASTER,43,B,M,N,111,HANDGUN
M01260,11/4/2001,2001,22,01700,W,CUMBERLAND,18,B,M,N,111,HANDGUN
M01261,11/4/2001,2001,25,00400,W,CAMBRIA,35,W,M,N,111,HANDGUN
M01262,11/5/2001,2001,14,06628,,BOYER,50,B,M,N,111,HANDGUN
M01263,11/6/2001,2001,25,02900,N,ORIANNA,20,B,M,N,111,HANDGUN
M01265,11/10/2001,2001,09,01500,,RIDGE,23,W,M,Y,111,HANDGUN
M01266,11/10/2001,2001,39,04936,,GERMANTOWN,22,B,M,N,111,HANDGUN
M01267,11/11/2001,2001,39,02015,W,ATLANTIC,53,B,F,N,111,HANDGUN
M01268,11/12/2001,2001,25,00183,W,LIPPINCOTT,21,W,F,Y,111,HANDGUN
M01270,11/13/2001,2001,23,02300,W,TURNER,23,B,M,N,111,HANDGUN
M01271,11/15/2001,2001,15,04840,,OXFORD AV,17,B,M,N,111,HANDGUN
M01272,11/16/2001,2001,39,00519,W,KING,25,B,M,N,111,HANDGUN
m01275,11/19/2001,2001,18,00313,S,60TH,31,B,M,N,111,HANDGUN
M01276,11/19/2001,2001,08,08303,,FRANKFORD,47,W,M,N,111,HANDGUN
M01277,11/20/2001,2001,14,06307,,STENTON,45,W,M,N,111,HANDGUN
M01278,11/23/2001,2001,39,01600,W,LUZERNE,29,B,M,N,111,HANDGUN
M01279,11/23/2001,2001,18,05147,,BALTIMORE,24,B,M,N,111,HANDGUN
M01281,11/24/2001,2001,06,00600,,SPRING GARDEN,28,B,M,N,111,HANDGUN
M01282,11/24/2001,2001,16,00631,N,35TH,25,B,M,N,111,HANDGUN
M01284,11/30/2001,2001,04,00619,,PORTER,24,B,M,N,111,HANDGUN
M01285,11/30/2001,2001,22,02033,N,19TH,18,B,M,N,111,HANDGUN
M01286,12/1/2001,2001,14,07600,,STENTON,40,B,M,N,111,HANDGUN
M01289,12/3/2001,2001,25,02800,N,REESE,33,W,M,Y,111,HANDGUN
M01290,12/4/2001,2001,04,00734,,MERCY,42,B,M,N,111,HANDGUN
M01291,12/5/2001,2001,17,01723,,CHRISTIAN,31,B,M,N,111,HANDGUN
M01292,12/5/2001,2001,19,00441,N,60TH,63,B,M,N,111,HANDGUN
M01293,12/6/2001,2001,35,06018,N,AMERICAN,23,B,M,N,111,HANDGUN
M01297,12/11/2001,2001,19,06713,,LANSDOWNE,26,B,F,N,111,HANDGUN
M01298,12/13/2001,2001,12,06720,,GREENWAY,24,B,M,N,111,HANDGUN
M01300,12/14/2001,2001,19,01468,N,60TH,33,B,M,N,111,HANDGUN
M01301,12/21/2001,2001,14,01343,E,PRICE,23,W,M,N,111,HANDGUN
M01303,12/27/2001,2001,17,02000,,TITAN,18,B,M,N,111,HANDGUN
M01304,12/27/2001,2001,19,02212,N,58TH,18,B,M,N,111,HANDGUN
M01305,12/29/2001,2001,22,02635,N,SARTAIN,31,B,F,N,111,HANDGUN
M01306,12/30/2001,2001,16,03802,,LANCASTER,54,B,M,N,111,HANDGUN
M01308,12/30/2001,2001,39,05069,,MCKEAN,53,B,F,N,111,HANDGUN
M01309,12/31/2001,2001,26,02600,N,LAWRENCE,20,W,M,N,111,HANDGUN
M01239,10/18/2001,2001,22,02300,N,BOUVIER,30,B,M,N,111,REVOLVER
M01247,10/23/2001,2001,19,05340,,MEDIA,43,W,M,Y,111,REVOLVER
M01074,4/20/2001,2001,25,05000,,BINGHAM,27,B,M,N,111,UNKNOWN
M01020,2/1/2001,2001,06,00401,S,COLUMBUS,30,B,M,N,111,UNKNOWN
M01029,2/13/2001,2001,18,04500,,PINE,65,B,M,N,111,UNKNOWN
M01039,3/1/2001,2001,12,01800,S,ALLISON,33,B,M,N,111,UNKNOWN
M01096,5/24/2001,2001,16,01200,,BELMONT,38,B,M,N,111,UNKNOWN
M01101,6/1/2001,2001,19,06000,,LANSDOWNE,19,B,M,N,111,UNKNOWN
M01102,6/1/2001,2001,22,03000,W,DAUPHIN,28,B,M,N,111,UNKNOWN
M01107,6/6/2001,2001,24,00916,E,SCHILLER,34,B,M,Y,111,UNKNOWN
M01140,7/13/2001,2001,15,04277,,FRANKFORD,43,B,M,N,111,UNKNOWN
M01158,8/2/2001,2001,12,00800,S,53RD,25,B,M,N,111,UNKNOWN
M01159,8/2/2001,2001,17,02000,,TITAN,16,B,M,N,111,UNKNOWN
M01165,8/11/2001,2001,12,06530,,COBBS CREEK,30,B,M,N,111,UNKNOWN
M01167,8/13/2001,2001,18,04600,,LINMORE,20,B,M,N,111,UNKNOWN
M01183,8/31/2001,2001,26,02040,E,DAUPHIN,66,W,F,N,111,UNKNOWN
M01210,9/22/2001,2001,24,00700,E,ALLEGHENY,37,B,M,N,111,UNKNOWN
M01220,10/1/2001,2001,14,07448,,LIMEKILN,65,B,M,N,111,UNKNOWN
M01223,10/3/2001,2001,16,00122,N,PAXON,23,B,M,N,111,UNKNOWN
M01240,10/18/2001,2001,12,05400,,WILLOWS,19,B,M,N,111,UNKNOWN
M01294,12/6/2001,2001,23,02340,,RIDGE,29,B,M,N,111,UNKNOWN
M01295,12/7/2001,2001,26,00701,W,GIRARD,36,B,M,N,111,UNKNOWN
